token_id,form,lemma,method,resolved_entity
105756,ἠδύνατο,δύναμαι,LLM,HERODIAS
105773,συνετήρει,συντηρέω,HEURISTIC,ΑΥ̓ΤΌΣ
105780,ἠπόρει,ἀπορέω,HEURISTIC,ΑΥ̓ΤΌΣ
105785,ἤκουεν,ἀκούω,HEURISTIC,ΑΥ̓ΤΌΣ
105821,ἤρεσεν,ἀρέσκω,HEURISTIC,ΘΥΓΆΤΗΡ
105835,αἴτησόν,αἰτέω,LLM,KORASION
105839,θέλῃς,ἐθέλω,LLM,KORASION
105842,δώσω,δίδωμι,LLM,HEROD_ANTIPAS
105846,ὤμοσεν,ὄμνυμι,HEURISTIC,ΒΑΣΙΛΕΎΣ
105852,αἰτήσῃς,αἰτέω,LLM,DAUGHTER_OF_HERODIAS
105853,δώσω,δίδωμι,LLM,HEROD_ANTIPAS
105863,εἶπεν,λέγω,HEURISTIC,ΒΑΣΙΛΕΎΣ
105869,αἰτήσωμαι,αἰτέω,LLM,DAUGHTER_OF_HERODIAS
105889,ᾐτήσατο,αἰτέω,HEURISTIC,Ὁ
105892,θέλω,ἐθέλω,LLM,DAUGHTER_OF_HERODIAS
105895,δῷς,δίδωμι,LLM,HEROD_ANTIPAS
105935,ἀπεκεφάλισεν,ἀποκεφαλίζω,HEURISTIC,ΒΑΣΙΛΕΎΣ
105942,ἤνεγκεν,φέρω,HEURISTIC,ΒΑΣΙΛΕΎΣ
105949,ἔδωκεν,δίδωμι,HEURISTIC,ΒΑΣΙΛΕΎΣ
105970,ἦραν,ἀείρω,HEURISTIC,ΜΑΘΗΤΉΣ
105976,ἔθηκαν,τίθημι,HEURISTIC,ΜΑΘΗΤΉΣ
105990,ἀπήγγειλαν,ἀπαγγέλλω,HEURISTIC,ἈΠΌΣΤΟΛΟΣ
105994,ἐποίησαν,ποιέω,HEURISTIC,ἈΠΌΣΤΟΛΟΣ
105996,ἐδίδαξαν,διδάσκω,HEURISTIC,ἈΠΌΣΤΟΛΟΣ
105999,λέγει,λέγω,HEURISTIC,ἈΠΌΣΤΟΛΟΣ
106011,ἀναπαύσασθε,ἀναπαύω,LLM,DISCIPLES
106026,εὐκαίρουν,εὐκαιρέω,HEURISTIC,ὙΠΆΓΩ
106029,ἀπῆλθον,ἀπέρχομαι,HEURISTIC,ὙΠΆΓΩ
106039,εἶδον,ὁράω,HEURISTIC,ὙΠΆΓΩ
106053,συνέδραμον,συντρέχω,HEURISTIC,ΠΟΛΎΣ
106056,προῆλθον,προέρχομαι,HEURISTIC,ΠΟΛΎΣ
106061,εἶδεν,ὁράω,HEURISTIC,ΠΟΛΎΣ
106066,ἐσπλαγχνίσθη,σπλαγχνίζομαι,HEURISTIC,ΠΟΛΎΣ
106071,ἦσαν,εἰμί#1,HEURISTIC,ΠΟΛΎΣ
106079,ἤρξατο,ἄρχω,HEURISTIC,ΠΡΌΒΑΤΟΝ
106105,ἀπόλυσον,ἀπολύω,LLM,IESOUS
106116,ἀγοράσωσιν,ἀγοράζω,HEURISTIC,ΤΌΠΟΣ
106119,φάγωσιν,ἐσθίω,HEURISTIC,ΤΌΠΟΣ
106133,λέγουσιν,λέγω,HEURISTIC,ὙΜΕΙ͂Σ
106137,ἀγοράσωμεν,ἀγοράζω,LLM,DISCIPLES
106143,δώσομεν,δίδωμι,LLM,DISCIPLES
106154,ἔχετε,ἔχω,LLM,DISCIPLES
106156,ὑπάγετε,ὑπάγω,LLM,DISCIPLES
106157,ἴδετε,ὁράω,LLM,DISCIPLES
106161,λέγουσιν,λέγω,HEURISTIC,Ὁ
106170,ἐπέταξεν,ἐπιτάσσω,HEURISTIC,Ὁ
106182,ἀνέπεσαν,ἀναπίπτω,HEURISTIC,Ὁ
106205,εὐλόγησεν,εὐλογέω,HEURISTIC,Ὁ
106208,κατέκλασεν,κατακλάω,HEURISTIC,Ὁ
106212,ἐδίδου,δίδωμι,HEURISTIC,Ὁ
106216,παρατιθῶσιν,παρατίθημι,HEURISTIC,Ὁ
106223,ἐμέρισεν,μερίζω,HEURISTIC,Ὁ
106230,ἐχορτάσθησαν,χορτάζω,HEURISTIC,ΠΑ͂Σ
106233,ἦραν,ἀείρω,HEURISTIC,ΠΑ͂Σ
106254,ἠνάγκασεν,ἀναγκάζω,HEURISTIC,ἘΣΘΊΩ
106279,ἀπῆλθεν,ἀπέρχομαι,HEURISTIC,ΑΥ̓ΤΌΣ
106323,ἔρχεται,ἔρχομαι,HEURISTIC,ἌΝΕΜΟΣ
106332,ἤθελεν,ἐθέλω,HEURISTIC,ἌΝΕΜΟΣ
106347,ἐστιν,εἰμί#1,LLM,IESOUS
106350,ἀνέκραξαν,ἀνακράζω,LLM,DISCIPLES
106357,ἐταράχθησαν,ταράσσω,HEURISTIC,ΠΑ͂Σ
106367,λέγει,λέγω,LLM,IESOUS
106370,θαρσεῖτε,θαρσέω,LLM,DISCIPLES
106373,εἰμι,εἰμί#1,LLM,IESOUS
106376,φοβεῖσθε,φοβέω,LLM,DISCIPLES
106379,ἀνέβη,ἀναβαίνω,HEURISTIC,Ὁ
106397,ἐξίσταντο,ἐξίστημι,HEURISTIC,ἌΝΕΜΟΣ
106401,συνῆκαν,συνίημι,HEURISTIC,ἌΝΕΜΟΣ
106418,ἦλθον,ἔρχομαι,HEURISTIC,ΚΑΡΔΊΑ
106422,προσωρμίσθησαν,προσορμίζω,HEURISTIC,ΚΑΡΔΊΑ
106433,περιέδραμον,περιτρέχω,HEURISTIC,ΑΥ̓ΤΌΣ
106439,ἤρξαντο,ἄρχω,HEURISTIC,ΑΥ̓ΤΌΣ
106449,ἤκουον,ἀκούω,HEURISTIC,ΑΥ̓ΤΌΣ
106451,ἐστίν,εἰμί#1,HEURISTIC,ΑΥ̓ΤΌΣ
106456,εἰσεπορεύετο,εἰσπορεύομαι,HEURISTIC,ΑΥ̓ΤΌΣ
106469,ἐτίθεσαν,τίθημι,HEURISTIC,ΑΥ̓ΤΌΣ
106474,παρεκάλουν,παρακαλέω,HEURISTIC,ΑΥ̓ΤΌΣ
106483,ἅψωνται,ἅπτω,HEURISTIC,ΑΥ̓ΤΌΣ
106520,ἐσθίουσιν,ἐσθίω,HEURISTIC,ΟὟΤΟΣ
106533,νίψωνται,νίπτω,HEURISTIC,ἸΟΥΔΑΙ͂ΟΣ
106550,βαπτίσωνται,βαπτίζω,HEURISTIC,ἸΟΥΔΑΙ͂ΟΣ
106552,ἐσθίουσιν,ἐσθίω,HEURISTIC,ἸΟΥΔΑΙ͂ΟΣ
106559,παρέλαβον,παραλαμβάνω,HEURISTIC,ΠΟΛΎΣ
106592,ἐσθίουσιν,ἐσθίω,LLM,DISCIPLES
106610,γέγραπται,γράφω,HEURISTIC,ἨΣΑΪ́ΑΣ
106631,σέβονταί,σέβω,LLM,PEOPLE
106643,κρατεῖτε,κρατέω,LLM,PHARISEES_AND_SCRIBES
106650,ἔλεγεν,λέγω,HEURISTIC,ΚΑΡΔΊΑ
106654,ἀθετεῖτε,ἀθετέω,LLM,PHARISEES_AND_SCRIBES
106664,τηρήσητε,τηρέω,LLM,PHARISEES_AND_SCRIBES
106670,τίμα,τιμάω,LLM,IMPERSONAL_OR_NONE
106712,ὠφεληθῇς,ὠφελέω,LLM,FATHER_OR_MOTHER
106715,ἀφίετε,ἀφίημι,LLM,PHARISEES_AND_SCRIBES
106734,παρεδώκατε,παραδίδωμι,LLM,PHARISEES_AND_SCRIBES
106740,ποιεῖτε,ποιέω,LLM,PHARISEES_AND_SCRIBES
106747,ἔλεγεν,λέγω,HEURISTIC,ὨΦΕΛΈΩ
106754,σύνετε,συνίημι,LLM,CROWD
106783,εἰσῆλθεν,εἰσέρχομαι,HEURISTIC,ἘΚΠΟΡΕΎΟΜΑΙ
106800,λέγει,λέγω,HEURISTIC,ΜΑΘΗΤΉΣ
106810,νοεῖτε,νοέω,LLM,DISCIPLES
106826,εἰσπορεύεται,εἰσπορεύομαι,HEURISTIC,ΕἸΣΠΟΡΕΎΟΜΑΙ
106840,ἐκπορεύεται,ἐκπορεύομαι,LLM,IMPERSONAL_OR_NONE
106847,ἔλεγεν,λέγω,HEURISTIC,ΕἸΣΠΟΡΕΎΟΜΑΙ
106906,κοινοῖ,κοινόω,HEURISTIC,ΠΟΝΗΡΌΣ
106913,ἀπῆλθεν,ἀπέρχομαι,LLM,IESOUS
106924,ἠθέλησεν,ἐθέλω,HEURISTIC,ΟΥ̓ΔΕΊΣ
106929,ἠδυνάσθη,δύναμαι,HEURISTIC,ΟΥ̓ΔΕΊΣ
106965,ἠρώτα,ἐρωτάω,HEURISTIC,ΓΥΝΉ
106970,ἐκβάλῃ,ἐκβάλλω,HEURISTIC,ΓΥΝΉ
106977,ἔλεγεν,λέγω,HEURISTIC,ΓΥΝΉ
106980,ἄφες,ἀφίημι,LLM,SYROPHOENICIAN_WOMAN
106988,ἐστιν,εἰμί#1,HEURISTIC,ΓΥΝΉ
107004,λέγει,λέγω,LLM,SYROPHOENICIAN_WOMAN
107025,εἶπεν,λέγω,HEURISTIC,ΚΥΝΆΡΙΟΝ
107032,ὕπαγε,ὑπάγω,LLM,SYROPHOENICIAN_WOMAN
107048,εὗρεν,εὑρίσκω,HEURISTIC,ΔΑΙΜΌΝΙΟΝ
107067,ἦλθεν,ἔρχομαι,HEURISTIC,ΔΑΙΜΌΝΙΟΝ
107082,φέρουσιν,φέρω,HEURISTIC,ΔΑΙΜΌΝΙΟΝ
107089,παρακαλοῦσιν,παρακαλέω,HEURISTIC,ΔΑΙΜΌΝΙΟΝ
107092,ἐπιθῇ,ἐπιτίθημι,HEURISTIC,ΔΑΙΜΌΝΙΟΝ
107105,ἔβαλεν,βάλλω,HEURISTIC,ΔΑΙΜΌΝΙΟΝ
107114,ἥψατο,ἅπτω,HEURISTIC,ΔΑΙΜΌΝΙΟΝ
107124,ἐστέναξεν,στενάζω,HEURISTIC,ΔΑΙΜΌΝΙΟΝ
107127,λέγει,λέγω,HEURISTIC,ΔΑΙΜΌΝΙΟΝ
107135,διανοίχθητι,διανοίγω,LLM,DEAF_MAN
107153,ἐλάλει,λαλέω,HEURISTIC,ΔΕΣΜΌΣ
107157,διεστείλατο,διαστέλλω,HEURISTIC,ΔΕΣΜΌΣ
107161,λέγωσιν,λέγω,HEURISTIC,ΔΕΣΜΌΣ
107166,διεστέλλετο,διαστέλλω,LLM,IESOUS
107175,ἐξεπλήσσοντο,ἐκπλήσσω,HEURISTIC,ΑΥ̓ΤΌΣ
107180,πεποίηκεν,ποιέω,HEURISTIC,ΑΥ̓ΤΌΣ
107185,ποιεῖ,ποιέω,HEURISTIC,ΚΩΦΌΣ
107203,φάγωσιν,ἐσθίω,HEURISTIC,ὌΧΛΟΣ
107208,λέγει,λέγω,HEURISTIC,ὌΧΛΟΣ
107211,σπλαγχνίζομαι,σπλαγχνίζομαι,LLM,IESOUS
107220,προσμένουσίν,προσμένω,HEURISTIC,ὌΧΛΟΣ
107224,ἔχουσιν,ἔχω,HEURISTIC,ὌΧΛΟΣ
107226,φάγωσιν,ἐσθίω,HEURISTIC,ὌΧΛΟΣ
107230,ἀπολύσω,ἀπολύω,LLM,IESOUS
107237,ἐκλυθήσονται,ἐκλύω,HEURISTIC,ὌΧΛΟΣ
107267,ἠρώτα,ἐρωτάω,HEURISTIC,ΤῚΣ
107271,ἔχετε,ἔχω,LLM,DISCIPLES
107281,παραγγέλλει,παραγγέλλω,HEURISTIC,Ὁ
107295,ἔκλασεν,κλάω,HEURISTIC,Ὁ
107297,ἐδίδου,δίδωμι,HEURISTIC,Ὁ
107302,παρατιθῶσιν,παρατίθημι,HEURISTIC,Ὁ
107305,παρέθηκαν,παρατίθημι,HEURISTIC,Ὁ
107310,εἶχαν,ἔχω,HEURISTIC,Ὁ
107317,παρέθηκέν,παρατίθημι,HEURISTIC,Ὁ
107320,ἔφαγον,ἐσθίω,HEURISTIC,Ὁ
107322,ἐχορτάσθησαν,χορτάζω,HEURISTIC,Ὁ
107325,ἦραν,ἀείρω,HEURISTIC,Ὁ
107331,ἦσαν,εἰμί#1,HEURISTIC,Ὁ
107337,ἀπέλυσεν,ἀπολύω,HEURISTIC,Ὁ
107350,ἦλθεν,ἔρχομαι,HEURISTIC,Ὁ
107361,ἤρξαντο,ἄρχω,HEURISTIC,ΦΑΡΙΣΑΙ͂ΟΣ
107381,λέγει,λέγω,HEURISTIC,ΦΑΡΙΣΑΙ͂ΟΣ
107391,λέγω,λέγω,LLM,IESOUS
107405,ἀπῆλθεν,ἀπέρχομαι,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107411,ἐπελάθοντο,ἐπιλανθάνομαι,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107421,εἶχον,ἔχω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107429,διεστέλλετο,διαστέλλω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107433,ὁρᾶτε,ὁράω,LLM,DISCIPLES
107435,βλέπετε,βλέπω,LLM,DISCIPLES
107447,διελογίζοντο,διαλογίζομαι,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107453,ἔχομεν,ἔχω,LLM,DISCIPLES
107457,λέγει,λέγω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107461,διαλογίζεσθε,διαλογίζομαι,LLM,DISCIPLES
107465,ἔχετε,ἔχω,LLM,DISCIPLES
107468,νοεῖτε,νοέω,LLM,DISCIPLES
107470,συνίετε,συνίημι,LLM,DISCIPLES
107474,ἔχετε,ἔχω,LLM,DISCIPLES
107482,βλέπετε,βλέπω,LLM,DISCIPLES
107488,ἀκούετε,ἀκούω,LLM,DISCIPLES
107492,μνημονεύετε,μνημονεύω,LLM,DISCIPLES
107498,ἔκλασα,κλάω,LLM,IESOUS
107508,ἤρατε,ἀείρω,LLM,DISCIPLES
107510,λέγουσιν,λέγω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107527,ἤρατε,ἀείρω,LLM,DISCIPLES
107530,λέγουσιν,λέγω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107535,ἔλεγεν,λέγω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107539,συνίετε,συνίημι,LLM,DISCIPLES
107542,ἔρχονται,ἔρχομαι,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107547,φέρουσιν,φέρω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107552,παρακαλοῦσιν,παρακαλέω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107556,ἅψηται,ἅπτω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107564,ἐξήνεγκεν,ἐκφέρω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107582,ἐπηρώτα,ἐπερωτάω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107587,βλέπει,βλέπω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107591,ἔλεγεν,λέγω,HEURISTIC,ΣΗΜΕΙ͂ΟΝ
107593,βλέπω,βλέπω,LLM,BLIND_MAN
107600,ὁρῶ,ὁράω,LLM,BLIND_MAN
107605,ἐπέθηκεν,ἐπιτίθημι,HEURISTIC,ΔΈΝΔΡΟΝ
107614,διέβλεψεν,διαβλέπω,HEURISTIC,ΔΈΝΔΡΟΝ
107617,ἀπεκατέστη,ἀποκαθιστάνω,HEURISTIC,ΔΈΝΔΡΟΝ
107620,ἐνέβλεπεν,ἐμβλέπω,HEURISTIC,ΔΈΝΔΡΟΝ
107625,ἀπέστειλεν,ἀποστέλλω,HEURISTIC,ΔΈΝΔΡΟΝ
107636,εἰσέλθῃς,εἰσέρχομαι,LLM,BLIND_MAN
107657,ἐπηρώτα,ἐπερωτάω,HEURISTIC,ΜΑΘΗΤΉΣ
107717,ἐπετίμησεν,ἐπιτιμέω,HEURISTIC,ΣΎ
107721,λέγωσιν,λέγω,HEURISTIC,ΣΎ
107726,ἤρξατο,ἄρχω,HEURISTIC,ΣΎ
107730,δεῖ,δεῖ,HEURISTIC,ΣΎ
107761,ἐλάλει,λαλέω,HEURISTIC,ΥἹΌΣ
107783,λέγει,λέγω,LLM,IESOUS
107785,ὕπαγε,ὑπάγω,LLM,PETROS
107793,φρονεῖς,φρονέω,LLM,PETROS
107810,εἶπεν,λέγω,HEURISTIC,Ὁ
107822,ἀράτω,ἀείρω,HEURISTIC,ἘΘΈΛΩ
107827,ἀκολουθείτω,ἀκολουθέω,HEURISTIC,ἘΘΈΛΩ
107860,ὠφελεῖ,ὠφελέω,HEURISTIC,ἈΠΌΛΛΥΜΙ
107908,ἔλθῃ,ἔρχομαι,HEURISTIC,ΥἹΌΣ
107922,ἔλεγεν,λέγω,HEURISTIC,ΥἹΌΣ
107926,λέγω,λέγω,LLM,IESOUS
107941,ἴδωσιν,ὁράω,HEURISTIC,ὍΣΤΙΣ
107967,ἀναφέρει,ἀναφέρω,HEURISTIC,IESOUS
107977,μετεμορφώθη,μεταμορφόω,HEURISTIC,IESOUS
108008,ἦσαν,εἰμί#1,HEURISTIC,ἩΛΊΑΣ
108024,ἐστιν,εἰμί#1,HEURISTIC,PETROS
108030,ποιήσωμεν,ποιέω,LLM,PETROS_AND_DISCIPLES
108045,ᾔδει,οἶδα,HEURISTIC,ἩΜΕΙ͂Σ
108047,ἀποκριθῇ,ἀποκρίνω,HEURISTIC,ἩΜΕΙ͂Σ
108051,ἐγένοντο,γίγνομαι,HEURISTIC,ἩΜΕΙ͂Σ
108074,ἀκούετε,ἀκούω,LLM,DISCIPLES
108082,εἶδον,ὁράω,HEURISTIC,ΟὟΤΟΣ
108096,διεστείλατο,διαστέλλω,HEURISTIC,ΑΥ̓ΤΌΣ
108101,εἶδον,ὁράω,HEURISTIC,ΑΥ̓ΤΌΣ
108102,διηγήσωνται,διηγέομαι,HEURISTIC,ΑΥ̓ΤΌΣ
108118,ἐκράτησαν,κρατέω,HEURISTIC,ΥἹΌΣ
762945,ἐπηρώτων,ἐπερωτάω,HEURISTIC,ἈΝΊΣΤΗΜΙ
762957,δεῖ,δεῖ,HEURISTIC,ἩΛΊΑΣ
108160,γέγραπται,γράφω,HEURISTIC,ἩΛΊΑΣ
108169,πάθῃ,πάσχω,HEURISTIC,ἩΛΊΑΣ
108171,ἐξουθενωθῇ,ἐξουθενέω,HEURISTIC,ἩΛΊΑΣ
108174,λέγω,λέγω,LLM,IESOUS
108182,ἐποίησαν,ποιέω,LLM,IMPERSONAL_OR_NONE
108185,ἤθελον,ἐθέλω,LLM,ENEMIES
108188,γέγραπται,γράφω,LLM,IMPERSONAL_OR_NONE
108197,εἶδον,ὁράω,HEURISTIC,ἩΛΊΑΣ
108219,ἠσπάζοντο,ἀσπάζομαι,HEURISTIC,ὌΧΛΟΣ
108223,ἐπηρώτησεν,ἐπερωτάω,HEURISTIC,ὌΧΛΟΣ
108227,συζητεῖτε,συζητέω,LLM,SCRIBES
108241,ἤνεγκα,φέρω,LLM,ONE_FROM_CROWD
108256,καταλάβῃ,καταλαμβάνω,HEURISTIC,ΕἿΣ
108257,ῥήσσει,ῥήγνυμι,HEURISTIC,ΕἿΣ
108260,ἀφρίζει,ἀφρίζω,HEURISTIC,ΕἿΣ
108262,τρίζει,τρίζω,HEURISTIC,ΕἿΣ
108266,ξηραίνεται,ξηραίνω,HEURISTIC,ΕἿΣ
108269,εἶπα,λέγω,LLM,FATHER
108275,ἐκβάλωσιν,ἐκβάλλω,HEURISTIC,ΕἿΣ
108279,ἴσχυσαν,ἰσχύω,HEURISTIC,ΕἿΣ
108295,ἔσομαι,εἰμί#1,LLM,IESOUS
108299,ἀνέξομαι,ἀνέχω,LLM,IESOUS
108302,φέρετε,φέρω,LLM,CROWD
108308,ἤνεγκαν,φέρω,HEURISTIC,Ὁ
108328,ἐκυλίετο,κυλίω,HEURISTIC,ΠΝΕΥ͂ΜΑ
108332,ἐπηρώτησεν,ἐπερωτάω,HEURISTIC,ΠΝΕΥ͂ΜΑ
108358,ἔβαλεν,βάλλω,HEURISTIC,Ὁ
108364,ἀπολέσῃ,ἀπόλλυμι,HEURISTIC,Ὁ
108370,δύνῃ,δύναμαι,LLM,IESOUS
108372,βοήθησον,βοηθέω,LLM,IESOUS
108386,δύνῃ,δύναμαι,LLM,IESOUS
108401,πιστεύω,πιστεύω,LLM,FATHER_OF_CHILD
108403,βοήθει,βοηθέω,LLM,IESOUS
108435,ἔξελθε,ἐξέρχομαι,LLM,UNCLEAN_SPIRIT
108440,εἰσέλθῃς,εἰσέρχομαι,LLM,UNCLEAN_SPIRIT
108449,ἐξῆλθεν,ἐξέρχομαι,HEURISTIC,ἘΓΏ
108452,ἐγένετο,γίγνομαι,HEURISTIC,ἘΓΏ
108461,ἀπέθανεν,ἀποθνῄσκω,HEURISTIC,ΠΟΛΎΣ
108474,ἀνέστη,ἀνίστημι,LLM,BOY
108497,εἶπεν,λέγω,HEURISTIC,ἩΜΕΙ͂Σ
108514,παρεπορεύοντο,παραπορεύομαι,HEURISTIC,ΓΈΝΟΣ
108521,ἤθελεν,ἐθέλω,HEURISTIC,ΓΈΝΟΣ
108526,ἐδίδασκεν,διδάσκω,HEURISTIC,ΤῚΣ
108533,ἔλεγεν,λέγω,HEURISTIC,ΤῚΣ
108546,ἀποκτενοῦσιν,ἀποκτείνω,HEURISTIC,ΥἹΌΣ
108554,ἀναστήσεται,ἀνίστημι,HEURISTIC,ΥἹΌΣ
108563,ἐφοβοῦντο,φοβέω,LLM,DISCIPLES
108568,ἦλθον,ἔρχομαι,HEURISTIC,Ὁ
108577,ἐπηρώτα,ἐπερωτάω,HEURISTIC,Ὁ
108584,διελογίζεσθε,διαλογίζομαι,LLM,DISCIPLES
108593,διελέχθησαν,διαλέγομαι,HEURISTIC,Ὁ
108602,ἐφώνησεν,φωνέω,HEURISTIC,ΤΊΣ
108607,λέγει,λέγω,HEURISTIC,ΤΊΣ
108616,ἔσται,εἰμί#1,HEURISTIC,ΤῚΣ
108626,ἔστησεν,ἵστημι,HEURISTIC,ΤῚΣ
108635,εἶπεν,λέγω,HEURISTIC,ΤῚΣ
108674,εἴδομέν,ὁράω,LLM,DISCIPLES
108689,ἐκωλύομεν,κωλύω,LLM,DISCIPLES
108694,ἠκολούθει,ἀκολουθέω,HEURISTIC,ὍΣ
108703,κωλύετε,κωλύω,LLM,DISCIPLES
108717,δυνήσεται,δύναμαι,HEURISTIC,ὍΣ
108745,ἐστε,εἰμί#1,LLM,DISCIPLES
108748,λέγω,λέγω,LLM,IESOUS
108770,ἐστιν,εἰμί#1,HEURISTIC,ὍΣ
108782,βέβληται,βάλλω,HEURISTIC,ΜΎΛΟΣ
108795,ἀπόκοψον,ἀποκόπτω,LLM,IMPERSONAL_OR_NONE
108799,ἐστίν,εἰμί#1,HEURISTIC,ΧΕΊΡ
108831,ἀπόκοψον,ἀποκόπτω,LLM,IMPERSONAL_OR_NONE
108835,ἐστίν,εἰμί#1,HEURISTIC,ΠΟΎΣ
108860,ἔκβαλε,ἐκβάλλω,LLM,IMPERSONAL_OR_NONE
108865,ἐστιν,εἰμί#1,HEURISTIC,ΣΎ
108914,ἀρτύσετε,ἀρτύω,LLM,DISCIPLES
108916,ἔχετε,ἔχω,LLM,DISCIPLES
108922,εἰρηνεύετε,εἰρηνεύω,LLM,DISCIPLES
108929,ἔρχεται,ἔρχομαι,HEURISTIC,ἍΛΑΣ
108949,εἰώθει,εἴωθα,HEURISTIC,ὌΧΛΟΣ
108951,ἐδίδασκεν,διδάσκω,HEURISTIC,ὌΧΛΟΣ
108961,ἔξεστιν,ἔξεστι,HEURISTIC,ΦΑΡΙΣΑΙ͂ΟΣ
109002,ἔγραψεν,γράφω,HEURISTIC,IESOUS
109015,ἐποίησεν,ποιέω,LLM,THEOS
109040,εἰσὶν,εἰμί#1,HEURISTIC,ΔΎΟ
109069,λέγει,λέγω,HEURISTIC,ΜΑΘΗΤΉΣ
109079,γαμήσῃ,γαμέω,HEURISTIC,ΓΑΜΈΩ
109096,μοιχᾶται,μοιχάω,HEURISTIC,ΑΥ̓ΤΌΣ
109099,προσέφερον,προσφέρω,HEURISTIC,ΑΥ̓ΤΌΣ
109103,ἅψηται,ἅπτω,HEURISTIC,ΑΥ̓ΤΌΣ
109118,εἶπεν,λέγω,LLM,IESOUS
109121,ἄφετε,ἀφίημι,LLM,DISCIPLES
109129,κωλύετε,κωλύω,LLM,DISCIPLES
109142,λέγω,λέγω,LLM,IESOUS
109165,κατευλόγει,κατευλογέω,HEURISTIC,ΠΑΙΔΊΟΝ
109189,ποιήσω,ποιέω,LLM,RICH_MAN
109193,κληρονομήσω,κληρονομέω,LLM,RICH_MAN
109203,λέγεις,λέγω,LLM,MAN
109216,οἶδας,οἶδα,LLM,RICH_MAN
109219,μοιχεύσῃς,μοιχεύω,LLM,RICH_MAN
109222,φονεύσῃς,φονεύω,LLM,RICH_MAN
109225,κλέψῃς,κλέπτω,LLM,RICH_MAN
109228,ψευδομαρτυρήσῃς,ψευδομαρτυρέω,LLM,RICH_MAN
109231,ἀποστερήσῃς,ἀποστερέω,LLM,RICH_MAN
109233,τίμα,τιμάω,LLM,RICH_MAN
109251,ἐφυλαξάμην,φυλάσσω,LLM,RICH_YOUNG_MAN
109264,εἶπεν,λέγω,LLM,IESOUS
109271,ὕπαγε,ὑπάγω,LLM,RICH_MAN
109274,ἔχεις,ἔχω,LLM,RICH_MAN
109275,πώλησον,πωλέω,LLM,RICH_MAN
109277,δὸς,δίδωμι,LLM,RICH_MAN
109282,ἕξεις,ἔχω,LLM,RICH_MAN
109289,ἀκολούθει,ἀκολουθέω,LLM,RICH_MAN
109301,ἦν,εἰμί#1,HEURISTIC,Ὁ
109350,ἐστιν,εἰμί#1,HEURISTIC,IESOUS
109359,ἐστιν,εἰμί#1,HEURISTIC,IESOUS
109422,ἠκολουθήκαμέν,ἀκολουθέω,LLM,DISCIPLES
109430,λέγω,λέγω,LLM,IESOUS
109459,λάβῃ,λαμβάνω,HEURISTIC,ὍΣ
109499,Ἦσαν,εἰμί#1,HEURISTIC,ἜΣΧΑΤΟΣ
109516,ἐθαμβοῦντο,θαμβέω,LLM,DISCIPLES
733854,ἤρξατο,ἄρχω,HEURISTIC,ἈΚΟΛΟΥΘΈΩ
733863,ἀναβαίνομεν,ἀναβαίνω,HEURISTIC,ἈΚΟΛΟΥΘΈΩ
733878,κατακρινοῦσιν,κατακρίνω,HEURISTIC,ΥἹΌΣ
733882,παραδώσουσιν,παραδίδωμι,HEURISTIC,ΥἹΌΣ
733887,ἐμπαίξουσιν,ἐμπαίζω,HEURISTIC,ΥἹΌΣ
733890,ἐμπτύσουσιν,ἐμπτύω,HEURISTIC,ΥἹΌΣ
733893,μαστιγώσουσιν,μαστιγόω,HEURISTIC,ΥἹΌΣ
733896,ἀποκτενοῦσιν,ἀποκτείνω,HEURISTIC,ΥἹΌΣ
733901,ἀναστήσεται,ἀνίστημι,HEURISTIC,ΥἹΌΣ
109596,θέλομεν,ἐθέλω,LLM,IAKOBOS_AND_IOANNES
109600,αἰτήσωμέν,αἰτέω,LLM,IAKOBOS_AND_IOANNES
109602,ποιήσῃς,ποιέω,LLM,IESOUS
109611,θέλετέ,ἐθέλω,LLM,JAMES_AND_JOHN
109613,ποιήσω,ποιέω,LLM,IESOUS
109621,δὸς,δίδωμι,LLM,IESOUS
109646,οἴδατε,οἶδα,LLM,IAKOBOS_AND_IOANNES
109648,αἰτεῖσθε,αἰτέω,LLM,IAKOBOS_AND_IOANNES
109650,δύνασθε,δύναμαι,LLM,"IAKOBOS, IOANNES"
109671,δυνάμεθα,δύναμαι,LLM,IAKOBOS_AND_IOANNES
109684,πίεσθε,πίνω,LLM,JAMES_AND_JOHN
109691,βαπτισθήσεσθε,βαπτίζω,LLM,JAMES_AND_JOHN
